trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
669,False,"{'a': 0.9, 'e': 0.5120491189128954}",20,13,-31.063532748098428,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
670,False,"{'a': 0.9, 'e': 0.5115370697939825}",25,2,-125.39351197049716,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 2}",1
671,False,"{'a': 0.9, 'e': 0.5110255327241885}",20,0,-123.54613950546974,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
672,False,"{'a': 0.9, 'e': 0.5105145071914643}",25,10,20.969389918892148,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.9, 'e': 0.5100039926842728}",25,0,-2.3094221515329796,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
674,False,"{'a': 0.9, 'e': 0.5094939886915886}",25,3,-120.20388549313971,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 2}",1
675,False,"{'a': 0.9, 'e': 0.508984494702897}",25,0,-100.38276603095787,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
676,False,"{'a': 0.9, 'e': 0.508475510208194}",25,0,26.958210693609868,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
677,False,"{'a': 0.9, 'e': 0.5079670346979859}",30,14,-36.145036807221786,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
678,False,"{'a': 0.9, 'e': 0.5074590676632879}",20,0,-55.71356304007462,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
679,False,"{'a': 0.9, 'e': 0.5069516085956246}",25,0,4.543482968658772,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
680,False,"{'a': 0.9, 'e': 0.506444656987029}",20,0,-49.36778431860632,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
681,False,"{'a': 0.9, 'e': 0.5059382123300419}",20,9,4.398916608505024,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.9, 'e': 0.5054322741177119}",25,14,-11.06346346924008,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
683,False,"{'a': 0.9, 'e': 0.5049268418435942}",20,0,23.486808311389105,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
684,False,"{'a': 0.9, 'e': 0.5044219150017506}",35,0,-66.53670595364468,"{0: 27, 1: 3, 2: 3, 3: 1, 4: 1}",0
685,False,"{'a': 0.9, 'e': 0.5039174930867488}",30,0,-49.53734933997728,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
686,False,"{'a': 0.9, 'e': 0.5034135755936621}",30,0,-115.26334257027816,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 2}",0
687,False,"{'a': 0.9, 'e': 0.5029101620180684}",30,13,13.714226716021566,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.9, 'e': 0.5024072518560504}",20,15,2.1768883631622655,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.9, 'e': 0.5019048446041943}",20,2,-40.47126720459173,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
690,False,"{'a': 0.9, 'e': 0.50140293975959}",30,16,22.352002528053276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.9, 'e': 0.5009015368198305}",20,10,-77.36601591142468,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
692,False,"{'a': 0.9, 'e': 0.5004006352830107}",35,0,-55.094434923769356,"{0: 26, 1: 2, 2: 6, 3: 1, 4: 0}",0
693,False,"{'a': 0.9, 'e': 0.49990023464772765}",20,0,-208.3157403264217,"{0: 10, 1: 2, 2: 1, 3: 4, 4: 3}",0
694,False,"{'a': 0.9, 'e': 0.49940033441307996}",25,16,-34.533195742720615,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
695,False,"{'a': 0.9, 'e': 0.49890093407866687}",25,17,16.593203412926538,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.9, 'e': 0.4984020331445882}",35,6,-26.180920879406113,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 0}",1
697,False,"{'a': 0.9, 'e': 0.4979036311114436}",20,12,5.094053328709476,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.9, 'e': 0.4974057274803322}",20,0,-87.92293137387625,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
699,False,"{'a': 0.9, 'e': 0.4969083217528518}",25,0,-65.89124255579033,"{0: 19, 1: 3, 2: 0, 3: 2, 4: 1}",0
700,False,"{'a': 0.9, 'e': 0.49641141343109896}",25,18,2.943724444809662,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.9, 'e': 0.49591500201766786}",30,9,-153.41152328314269,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 3}",1
702,False,"{'a': 0.9, 'e': 0.4954190870156502}",20,12,-7.926190713535835,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
703,False,"{'a': 0.9, 'e': 0.49492366792863457}",20,0,-29.392783835523105,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
704,False,"{'a': 0.9, 'e': 0.49442874426070593}",30,0,-81.28661196608167,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
705,False,"{'a': 0.9, 'e': 0.49393431551644523}",25,18,12.216004250761856,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.9, 'e': 0.49344038120092876}",20,16,7.6072860127404915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.9, 'e': 0.49294694081972784}",25,11,-30.907956812425518,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
708,False,"{'a': 0.9, 'e': 0.4924539938789081}",25,0,-65.72538010418293,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",1
709,False,"{'a': 0.9, 'e': 0.4919615398850292}",20,11,-7.773544231172495,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
710,False,"{'a': 0.9, 'e': 0.49146957834514415}",25,0,-34.2049064967935,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
711,False,"{'a': 0.9, 'e': 0.49097810876679904}",20,9,-16.306962591808976,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
712,False,"{'a': 0.9, 'e': 0.49048713065803223}",25,0,-8.044779470248635,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
713,False,"{'a': 0.9, 'e': 0.4899966435273742}",30,0,-35.8022957358766,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",0
714,False,"{'a': 0.9, 'e': 0.4895066468838468}",30,0,-16.247838390528997,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
715,False,"{'a': 0.9, 'e': 0.48901714023696297}",25,3,27.20425370465533,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.9, 'e': 0.488528123096726}",20,12,-49.56366678401712,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
717,False,"{'a': 0.9, 'e': 0.4880395949736293}",25,5,-32.48614758518623,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
718,False,"{'a': 0.9, 'e': 0.48755155537865563}",20,0,10.835963084611953,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
719,False,"{'a': 0.9, 'e': 0.487064003823277}",20,12,-8.061930977816605,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
720,False,"{'a': 0.9, 'e': 0.4865769398194537}",20,0,-109.90944196308075,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
721,False,"{'a': 0.9, 'e': 0.48609036287963425}",20,0,-5.220154881265658,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
722,False,"{'a': 0.9, 'e': 0.48560427251675464}",25,5,-51.15700173232989,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",1
723,False,"{'a': 0.9, 'e': 0.4851186682442379}",25,0,1.5407264502481353,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
724,False,"{'a': 0.9, 'e': 0.48463354957599364}",20,0,16.119162091185192,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.9, 'e': 0.48414891602641763}",30,17,2.944449934350926,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.9, 'e': 0.48366476711039125}",25,0,-19.126019875499058,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
727,False,"{'a': 0.9, 'e': 0.4831811023432808}",30,11,-40.675660016205214,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
728,False,"{'a': 0.9, 'e': 0.4826979212409376}",20,0,-26.210617546094138,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
729,False,"{'a': 0.9, 'e': 0.48221522331969663}",25,11,16.040075709802725,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.9, 'e': 0.4817330080963769}",35,0,-11.049177137443888,"{0: 29, 1: 2, 2: 4, 3: 0, 4: 0}",0
731,False,"{'a': 0.9, 'e': 0.48125127508828053}",25,7,-48.16935244280842,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
732,False,"{'a': 0.9, 'e': 0.4807700238131923}",25,18,-29.2428220439672,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
733,False,"{'a': 0.9, 'e': 0.4802892537893791}",25,3,0.4539357050221049,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
734,False,"{'a': 0.9, 'e': 0.4798089645355897}",20,4,-85.27255256864325,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 1}",1
735,False,"{'a': 0.9, 'e': 0.4793291555710541}",25,0,-35.995120135479034,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
736,False,"{'a': 0.9, 'e': 0.47884982641548307}",30,7,10.14154633624222,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
737,False,"{'a': 0.9, 'e': 0.4783709765890676}",20,0,-53.68595471480043,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
738,False,"{'a': 0.9, 'e': 0.4778926056124785}",20,0,-72.97746151282308,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
739,False,"{'a': 0.9, 'e': 0.477414713006866}",30,0,-105.1524927964286,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
740,False,"{'a': 0.9, 'e': 0.47693729829385917}",20,10,-2.6100277868286863,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
741,False,"{'a': 0.9, 'e': 0.47646036099556527}",25,20,10.812847804381466,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.9, 'e': 0.47598390063456975}",20,0,-97.41766233612819,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 1}",0
743,False,"{'a': 0.9, 'e': 0.47550791673393517}",20,8,-60.66190439396625,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
744,False,"{'a': 0.9, 'e': 0.4750324088172012}",25,2,7.096611441398672,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
745,False,"{'a': 0.9, 'e': 0.474557376408384}",30,15,-7.419088175191345,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
746,False,"{'a': 0.9, 'e': 0.47408281903197563}",20,11,-5.5922289665417315,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
747,False,"{'a': 0.9, 'e': 0.47360873621294364}",20,0,-6.620771563971746,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
748,False,"{'a': 0.9, 'e': 0.4731351274767307}",20,12,13.032800497542546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.9, 'e': 0.472661992349254}",20,0,-38.504265266530986,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
750,False,"{'a': 0.9, 'e': 0.47218933035690475}",35,0,-31.994841427264017,"{0: 30, 1: 0, 2: 3, 3: 2, 4: 0}",0
751,False,"{'a': 0.9, 'e': 0.4717171410265478}",25,9,-46.250308293618644,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
752,False,"{'a': 0.9, 'e': 0.47124542388552126}",35,0,-25.506462338521228,"{0: 31, 1: 2, 2: 0, 3: 1, 4: 1}",1
753,False,"{'a': 0.9, 'e': 0.4707741784616358}",35,17,-21.419537527149913,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
754,False,"{'a': 0.9, 'e': 0.47030340428317413}",20,0,-48.00056046670895,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
755,False,"{'a': 0.9, 'e': 0.46983310087889096}",20,13,-1.050694850561738,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.9, 'e': 0.46936326777801207}",25,9,4.546882769725786,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.9, 'e': 0.46889390451023405}",30,0,-98.5521441663268,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 3}",0
758,False,"{'a': 0.9, 'e': 0.4684250106057238}",25,0,-53.659451656021055,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
759,False,"{'a': 0.9, 'e': 0.4679565855951181}",20,0,-52.666444322766125,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
760,False,"{'a': 0.9, 'e': 0.467488629009523}",20,9,-13.265177867753692,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
761,False,"{'a': 0.9, 'e': 0.46702114038051346}",25,4,18.448998258380122,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
762,False,"{'a': 0.9, 'e': 0.4665541192401329}",30,0,-76.1805409034848,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
763,False,"{'a': 0.9, 'e': 0.4660875651208928}",20,13,0.7020931823373127,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.9, 'e': 0.4656214775557719}",35,8,-63.18032098178072,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 2}",1
765,False,"{'a': 0.9, 'e': 0.46515585607821613}",20,0,-8.647833055479385,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
766,False,"{'a': 0.9, 'e': 0.46469070022213793}",20,0,-47.83435550733179,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
767,False,"{'a': 0.9, 'e': 0.4642260095219158}",20,0,-9.502513710152085,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
768,False,"{'a': 0.9, 'e': 0.46376178351239383}",20,0,-23.478945861583615,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
769,False,"{'a': 0.9, 'e': 0.46329802172888146}",20,13,9.93808144112387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.9, 'e': 0.46283472370715256}",20,0,-31.15322940320674,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
771,False,"{'a': 0.9, 'e': 0.46237188898344544}",20,7,18.959978887747205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.9, 'e': 0.461909517094462}",20,6,-98.47314992645221,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
773,False,"{'a': 0.9, 'e': 0.4614476075773675}",30,18,-15.463528392915844,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
774,False,"{'a': 0.9, 'e': 0.46098615996979014}",25,10,-83.8879459872564,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 2}",1
775,False,"{'a': 0.9, 'e': 0.46052517380982033}",25,13,-1.029388169535472,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
776,False,"{'a': 0.9, 'e': 0.46006464863601054}",20,16,6.70533173197414,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.9, 'e': 0.4596045839873745}",20,0,-17.043421123587933,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
778,False,"{'a': 0.9, 'e': 0.45914497940338717}",30,0,-141.26011268044545,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",1
779,False,"{'a': 0.9, 'e': 0.45868583442398375}",25,15,15.084816423553029,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.9, 'e': 0.45822714858955976}",20,0,-7.408191667851272,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
781,False,"{'a': 0.9, 'e': 0.4577689214409702}",25,7,-3.04899515038613,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
782,False,"{'a': 0.9, 'e': 0.45731115251952925}",25,0,-66.24853190977119,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
783,False,"{'a': 0.9, 'e': 0.45685384136700974}",25,0,-112.09356843070876,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
784,False,"{'a': 0.9, 'e': 0.45639698752564273}",25,15,-54.488042817704425,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
785,False,"{'a': 0.9, 'e': 0.4559405905381171}",25,0,-21.3252315514582,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
786,False,"{'a': 0.9, 'e': 0.4554846499475789}",30,0,-60.30878663314052,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
787,False,"{'a': 0.9, 'e': 0.4550291652976314}",20,6,5.773362609197671,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.9, 'e': 0.4545741361323337}",25,12,-21.283830199711193,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
789,False,"{'a': 0.9, 'e': 0.4541195619962014}",20,0,-26.609774242815313,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
790,False,"{'a': 0.9, 'e': 0.4536654424342052}",20,3,-42.41594923617987,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
791,False,"{'a': 0.9, 'e': 0.453211776991771}",20,2,-3.6943301262771575,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
792,False,"{'a': 0.9, 'e': 0.4527585652147792}",25,1,-7.188273097507086,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 0}",1
793,False,"{'a': 0.9, 'e': 0.45230580664956443}",20,8,-22.97645118059464,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
794,False,"{'a': 0.9, 'e': 0.45185350084291487}",25,4,-9.408842904756538,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 0}",1
795,False,"{'a': 0.9, 'e': 0.45140164734207194}",20,0,-19.2962597733849,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
796,False,"{'a': 0.9, 'e': 0.4509502456947299}",20,5,-4.586734256500984,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
797,False,"{'a': 0.9, 'e': 0.45049929544903516}",25,3,-107.26469270445041,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 3}",1
798,False,"{'a': 0.9, 'e': 0.4500487961535861}",30,13,-16.309193215343374,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.9, 'e': 0.44959874735743255}",20,0,31.70028773128646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
800,False,"{'a': 0.9, 'e': 0.4491491486100751}",30,8,-43.23276132762804,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
801,False,"{'a': 0.9, 'e': 0.44869999946146505}",30,0,-49.11968538027509,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
802,False,"{'a': 0.9, 'e': 0.4482512994620036}",20,6,-10.475878444187273,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
803,False,"{'a': 0.9, 'e': 0.4478030481625416}",25,9,4.329015594286448,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
804,False,"{'a': 0.9, 'e': 0.447355245114379}",20,2,11.73887786831914,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.9, 'e': 0.44690788986926466}",20,16,9.178245585737844,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.9, 'e': 0.4464609819793954}",25,15,-9.25907929891211,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
807,False,"{'a': 0.9, 'e': 0.446014520997416}",30,12,12.642340757676159,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
808,False,"{'a': 0.9, 'e': 0.44556850647641855}",25,19,11.97665907469703,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.9, 'e': 0.4451229379699421}",30,14,-26.632468453779413,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
810,False,"{'a': 0.9, 'e': 0.4446778150319722}",20,0,-47.93540600340716,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
811,False,"{'a': 0.9, 'e': 0.44423313721694024}",25,0,-0.2720268534772603,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
812,False,"{'a': 0.9, 'e': 0.44378890407972327}",25,0,-54.81542039399573,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
813,False,"{'a': 0.9, 'e': 0.44334511517564357}",25,10,-123.61279824316503,"{0: 7, 1: 1, 2: 5, 3: 0, 4: 2}",1
814,False,"{'a': 0.9, 'e': 0.44290177006046794}",30,11,21.208212960111883,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
815,False,"{'a': 0.9, 'e': 0.4424588682904075}",20,0,-61.3919769854888,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
816,False,"{'a': 0.9, 'e': 0.44201640942211706}",30,11,27.38352288611557,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.9, 'e': 0.4415743930126949}",25,0,-23.175538868204494,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
818,False,"{'a': 0.9, 'e': 0.44113281861968223}",20,0,-85.53600726243214,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
819,False,"{'a': 0.9, 'e': 0.44069168580106255}",25,11,16.712083517266553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.9, 'e': 0.4402509941152615}",25,9,16.63365797344668,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
821,False,"{'a': 0.9, 'e': 0.4398107431211462}",25,15,-39.70489213202811,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
822,False,"{'a': 0.9, 'e': 0.4393709323780251}",20,11,-8.641001547617801,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
823,False,"{'a': 0.9, 'e': 0.43893156144564704}",20,1,-40.21651974718849,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
824,False,"{'a': 0.9, 'e': 0.4384926298842014}",25,8,-109.84534026547894,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 3}",1
825,False,"{'a': 0.9, 'e': 0.4380541372543172}",25,0,-66.06598379776128,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
826,False,"{'a': 0.9, 'e': 0.4376160831170629}",25,0,-37.854497676733025,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
827,False,"{'a': 0.9, 'e': 0.4371784670339458}",20,2,-35.32879187123852,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
828,False,"{'a': 0.9, 'e': 0.43674128856691186}",25,2,14.513591595661275,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
829,False,"{'a': 0.9, 'e': 0.43630454727834495}",20,8,8.08771834131272,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
830,False,"{'a': 0.9, 'e': 0.4358682427310666}",25,13,21.296556148946262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.9, 'e': 0.43543237448833555}",25,1,-8.087936311583867,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
832,False,"{'a': 0.9, 'e': 0.4349969421138472}",30,18,18.967293383974877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.9, 'e': 0.43456194517173335}",25,0,-47.623581882150255,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
834,False,"{'a': 0.9, 'e': 0.43412738322656164}",30,0,-12.532469818083676,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
835,False,"{'a': 0.9, 'e': 0.43369325584333507}",25,6,-15.001724227694005,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
836,False,"{'a': 0.9, 'e': 0.4332595625874917}",25,1,-42.03800955828943,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
837,False,"{'a': 0.9, 'e': 0.43282630302490427}",20,4,19.904575324173184,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.9, 'e': 0.43239347672187933}",20,0,-0.6405357519382235,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
839,False,"{'a': 0.9, 'e': 0.4319610832451575}",30,9,14.515211279154501,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
840,False,"{'a': 0.9, 'e': 0.4315291221619123}",20,0,18.912287189018205,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
841,False,"{'a': 0.9, 'e': 0.43109759303975037}",25,15,-1.9060981506505337,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
842,False,"{'a': 0.9, 'e': 0.43066649544671065}",25,0,-6.544272639033814,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
843,False,"{'a': 0.9, 'e': 0.43023582895126394}",20,9,-6.210602786781813,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.9, 'e': 0.42980559312231265}",25,0,-25.09274292448349,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
845,False,"{'a': 0.9, 'e': 0.42937578752919037}",20,0,25.339728764689305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
846,False,"{'a': 0.9, 'e': 0.42894641174166115}",25,6,15.74294185742962,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
847,False,"{'a': 0.9, 'e': 0.4285174653299195}",30,5,-4.003643736137248,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
848,False,"{'a': 0.9, 'e': 0.42808894786458956}",25,13,-37.043695591045385,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
849,False,"{'a': 0.9, 'e': 0.427660858916725}",25,13,-111.10068726740806,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 2}",1
850,False,"{'a': 0.9, 'e': 0.42723319805780824}",20,4,-61.506084124538326,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
851,False,"{'a': 0.9, 'e': 0.4268059648597505}",35,13,10.260118389961459,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
852,False,"{'a': 0.9, 'e': 0.4263791588948907}",20,7,-61.485019672826574,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
