trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
181,False,"{'a': 0.9, 'e': 0.8343597953353473}",20,0,-77.40822020044942,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
182,False,"{'a': 0.9, 'e': 0.8335254355400119}",25,0,-67.87334233462752,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
183,False,"{'a': 0.9, 'e': 0.832691910104472}",20,0,-37.72109322150459,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
184,False,"{'a': 0.9, 'e': 0.8318592181943675}",25,16,-39.10850008328721,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.9, 'e': 0.8310273589761731}",30,0,-78.01565195174274,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
186,False,"{'a': 0.9, 'e': 0.8301963316171969}",20,0,-50.12500044290741,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
187,False,"{'a': 0.9, 'e': 0.8293661352855797}",25,0,-80.09264721420793,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
188,False,"{'a': 0.9, 'e': 0.8285367691502941}",25,0,-79.46814358300703,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
189,False,"{'a': 0.9, 'e': 0.8277082323811439}",25,0,-81.66801285265518,"{0: 18, 1: 5, 2: 0, 3: 0, 4: 2}",0
190,False,"{'a': 0.9, 'e': 0.8268805241487627}",25,12,-18.617987214208753,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.9, 'e': 0.8260536436246139}",20,0,-76.56560210339687,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
192,False,"{'a': 0.9, 'e': 0.8252275899809893}",20,0,-120.15401252847428,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
193,False,"{'a': 0.9, 'e': 0.8244023623910083}",25,0,-30.295530698688925,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
194,False,"{'a': 0.9, 'e': 0.8235779600286173}",30,0,-143.4338055378669,"{0: 18, 1: 6, 2: 3, 3: 1, 4: 2}",0
195,False,"{'a': 0.9, 'e': 0.8227543820685886}",20,0,-42.186580805299826,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
196,False,"{'a': 0.9, 'e': 0.8219316276865201}",20,0,-14.192637308157712,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
197,False,"{'a': 0.9, 'e': 0.8211096960588335}",25,0,-87.48621884127841,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
198,False,"{'a': 0.9, 'e': 0.8202885863627747}",25,0,-74.34723398563409,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
199,False,"{'a': 0.9, 'e': 0.819468297776412}",25,0,-104.91530439490064,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
200,False,"{'a': 0.9, 'e': 0.8186488294786356}",20,0,-58.75718345064706,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
201,False,"{'a': 0.9, 'e': 0.8178301806491569}",30,0,-60.024339582406895,"{0: 20, 1: 6, 2: 3, 3: 1, 4: 0}",0
202,False,"{'a': 0.9, 'e': 0.8170123504685077}",25,0,-106.00280925209155,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
203,False,"{'a': 0.9, 'e': 0.8161953381180392}",30,0,-62.31678037475142,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
204,False,"{'a': 0.9, 'e': 0.8153791427799212}",20,0,-84.5312855448993,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
205,False,"{'a': 0.9, 'e': 0.8145637636371413}",20,9,3.7744958670161326,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.9, 'e': 0.8137491998735041}",20,0,-45.83546438298615,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",1
207,False,"{'a': 0.9, 'e': 0.8129354506736306}",30,0,-184.40858100795893,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
208,False,"{'a': 0.9, 'e': 0.812122515222957}",20,0,-108.1318697366598,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
209,False,"{'a': 0.9, 'e': 0.8113103927077341}",25,0,-65.2208963346767,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
210,False,"{'a': 0.9, 'e': 0.8104990823150263}",25,0,-97.67657050192803,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
211,False,"{'a': 0.9, 'e': 0.8096885832327113}",20,0,-24.266578277622358,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
212,False,"{'a': 0.9, 'e': 0.8088788946494786}",25,0,-139.12634693837188,"{0: 12, 1: 1, 2: 9, 3: 3, 4: 0}",0
213,False,"{'a': 0.9, 'e': 0.8080700157548292}",25,0,-82.7433145897207,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
214,False,"{'a': 0.9, 'e': 0.8072619457390743}",20,0,-71.16818524915769,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
215,False,"{'a': 0.9, 'e': 0.8064546837933352}",25,0,-105.444145484495,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
216,False,"{'a': 0.9, 'e': 0.8056482291095419}",25,0,-115.40111455756887,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
217,False,"{'a': 0.9, 'e': 0.8048425808804324}",20,0,-95.03787219663883,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
218,False,"{'a': 0.9, 'e': 0.8040377382995519}",30,0,-139.06535140130816,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
219,False,"{'a': 0.9, 'e': 0.8032337005612523}",20,0,-176.28516695399162,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 3}",0
220,False,"{'a': 0.9, 'e': 0.8024304668606911}",20,2,-51.062154479058755,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.9, 'e': 0.8016280363938304}",20,1,-70.77911581561308,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 0}",1
222,False,"{'a': 0.9, 'e': 0.8008264083574366}",20,0,11.774691462889312,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
223,False,"{'a': 0.9, 'e': 0.8000255819490791}",20,0,-79.27139664061202,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
224,False,"{'a': 0.9, 'e': 0.79922555636713}",25,11,-53.897737805104725,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 0}",1
225,False,"{'a': 0.9, 'e': 0.798426330810763}",20,8,7.905406311641144,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.9, 'e': 0.7976279044799521}",20,0,-104.98102754060893,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
227,False,"{'a': 0.9, 'e': 0.7968302765754722}",25,0,-177.36941630012916,"{0: 11, 1: 4, 2: 7, 3: 1, 4: 2}",0
228,False,"{'a': 0.9, 'e': 0.7960334462988967}",20,0,-124.94878105192007,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
229,False,"{'a': 0.9, 'e': 0.7952374128525979}",30,0,-97.40088235066551,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
230,False,"{'a': 0.9, 'e': 0.7944421754397453}",35,4,-24.919048945136318,"{0: 24, 1: 4, 2: 2, 3: 1, 4: 0}",1
231,False,"{'a': 0.9, 'e': 0.7936477332643055}",25,0,-99.61224115364983,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
232,False,"{'a': 0.9, 'e': 0.7928540855310412}",25,0,-208.1668186373538,"{0: 11, 1: 2, 2: 7, 3: 3, 4: 2}",0
233,False,"{'a': 0.9, 'e': 0.7920612314455101}",25,2,-54.96950921180581,"{0: 12, 1: 8, 2: 3, 3: 0, 4: 0}",1
234,False,"{'a': 0.9, 'e': 0.7912691702140646}",20,3,13.658688667084878,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.9, 'e': 0.7904779010438505}",25,0,-16.811211867935317,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
236,False,"{'a': 0.9, 'e': 0.7896874231428067}",20,0,-72.94632358886383,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
237,False,"{'a': 0.9, 'e': 0.7888977357196639}",25,0,-84.56056669432945,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
238,False,"{'a': 0.9, 'e': 0.7881088379839443}",20,0,-17.770907291492794,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
239,False,"{'a': 0.9, 'e': 0.7873207291459603}",25,0,-79.47305867837471,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
240,False,"{'a': 0.9, 'e': 0.7865334084168143}",20,8,-26.365332779333205,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
241,False,"{'a': 0.9, 'e': 0.7857468750083976}",30,0,-101.27896275367931,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
242,False,"{'a': 0.9, 'e': 0.7849611281333891}",25,0,-38.11309858899683,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
243,False,"{'a': 0.9, 'e': 0.7841761670052557}",20,0,-92.07474319105864,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
244,False,"{'a': 0.9, 'e': 0.7833919908382505}",20,0,-103.0250568675381,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
245,False,"{'a': 0.9, 'e': 0.7826085988474122}",20,0,-57.59395256967113,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
246,False,"{'a': 0.9, 'e': 0.7818259902485648}",25,0,-172.1274641595862,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 2}",0
247,False,"{'a': 0.9, 'e': 0.7810441642583162}",25,0,-117.76038313682591,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
248,False,"{'a': 0.9, 'e': 0.780263120094058}",20,16,6.321756186962128,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.9, 'e': 0.7794828569739639}",35,0,-74.38206990130247,"{0: 23, 1: 5, 2: 6, 3: 1, 4: 0}",0
250,False,"{'a': 0.9, 'e': 0.7787033741169899}",25,0,-93.90135091866995,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
251,False,"{'a': 0.9, 'e': 0.7779246707428729}",20,0,-61.59961924553562,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
252,False,"{'a': 0.9, 'e': 0.7771467460721301}",25,12,-14.11258952235622,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
253,False,"{'a': 0.9, 'e': 0.7763695993260579}",20,0,-113.8146438573347,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
254,False,"{'a': 0.9, 'e': 0.7755932297267318}",25,8,-63.62079179927069,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 1}",1
255,False,"{'a': 0.9, 'e': 0.7748176364970051}",20,12,-34.805070669791895,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.9, 'e': 0.7740428188605081}",20,10,-39.54558086860365,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.9, 'e': 0.7732687760416476}",20,0,-66.06111681668048,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
258,False,"{'a': 0.9, 'e': 0.7724955072656059}",20,0,-196.50126366243344,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
259,False,"{'a': 0.9, 'e': 0.7717230117583403}",20,6,-28.99974908807189,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.9, 'e': 0.770951288746582}",20,0,-136.77920649949067,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
261,False,"{'a': 0.9, 'e': 0.7701803374578354}",25,0,-104.7507843916762,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
262,False,"{'a': 0.9, 'e': 0.7694101571203776}",25,0,-130.36930475804792,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
263,False,"{'a': 0.9, 'e': 0.7686407469632572}",20,0,-111.23150566291258,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
264,False,"{'a': 0.9, 'e': 0.767872106216294}",25,16,-14.572624982426674,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.9, 'e': 0.7671042341100777}",30,9,-91.01790253992601,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 2}",1
266,False,"{'a': 0.9, 'e': 0.7663371298759676}",25,0,7.810606464845501,"{0: 21, 1: 4, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.9, 'e': 0.7655707927460916}",20,0,-120.52399214639468,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
268,False,"{'a': 0.9, 'e': 0.7648052219533455}",30,0,-112.69195533247908,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
269,False,"{'a': 0.9, 'e': 0.7640404167313922}",20,0,-25.29503136227695,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
270,False,"{'a': 0.9, 'e': 0.7632763763146607}",20,0,-32.67585769726363,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
271,False,"{'a': 0.9, 'e': 0.7625130999383462}",20,3,-64.72519738525303,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
272,False,"{'a': 0.9, 'e': 0.7617505868384078}",25,0,-39.309197320934494,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
273,False,"{'a': 0.9, 'e': 0.7609888362515693}",25,9,-3.457301557985053,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.9, 'e': 0.7602278474153178}",20,9,-12.495301914422322,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.9, 'e': 0.7594676195679024}",20,1,-16.79254062312698,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
276,False,"{'a': 0.9, 'e': 0.7587081519483346}",30,0,-144.32954569641123,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
277,False,"{'a': 0.9, 'e': 0.7579494437963862}",20,0,-114.03241263872025,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
278,False,"{'a': 0.9, 'e': 0.7571914943525898}",25,0,-105.64446013015804,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
279,False,"{'a': 0.9, 'e': 0.7564343028582373}",35,0,-184.63878471801357,"{0: 22, 1: 4, 2: 5, 3: 1, 4: 3}",0
280,False,"{'a': 0.9, 'e': 0.755677868555379}",20,0,-57.17180132458145,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
281,False,"{'a': 0.9, 'e': 0.7549221906868236}",20,0,-94.40200810471303,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
282,False,"{'a': 0.9, 'e': 0.7541672684961368}",30,7,-54.441225044508116,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
283,False,"{'a': 0.9, 'e': 0.7534131012276407}",30,0,-106.1310084399509,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
284,False,"{'a': 0.9, 'e': 0.752659688126413}",20,0,-110.03601487116703,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
285,False,"{'a': 0.9, 'e': 0.7519070284382866}",25,1,-42.79722244257652,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
286,False,"{'a': 0.9, 'e': 0.7511551214098483}",25,0,-65.38005300606692,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
287,False,"{'a': 0.9, 'e': 0.7504039662884385}",20,0,-9.42705157790659,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
288,False,"{'a': 0.9, 'e': 0.7496535623221501}",20,0,-31.285147919483407,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
289,False,"{'a': 0.9, 'e': 0.7489039087598279}",20,0,-113.467232021845,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
290,False,"{'a': 0.9, 'e': 0.7481550048510681}",30,2,-47.747264320624566,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 0}",1
291,False,"{'a': 0.9, 'e': 0.747406849846217}",20,10,-7.383855103332319,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
292,False,"{'a': 0.9, 'e': 0.7466594429963708}",25,0,-36.498704971850714,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
293,False,"{'a': 0.9, 'e': 0.7459127835533744}",25,0,-73.79986518069744,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
294,False,"{'a': 0.9, 'e': 0.745166870769821}",30,0,-163.8533407454928,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
295,False,"{'a': 0.9, 'e': 0.7444217038990513}",20,0,-119.93189932242335,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
296,False,"{'a': 0.9, 'e': 0.7436772821951522}",20,0,-28.087409013496384,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
297,False,"{'a': 0.9, 'e': 0.742933604912957}",20,0,-150.75432246219646,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
298,False,"{'a': 0.9, 'e': 0.7421906713080441}",25,4,-79.61712602706247,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 1}",1
299,False,"{'a': 0.9, 'e': 0.741448480636736}",20,0,-43.35377730556481,"{0: 11, 1: 7, 2: 2, 3: 0, 4: 0}",0
300,False,"{'a': 0.9, 'e': 0.7407070321560992}",20,0,-128.36950959212768,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
301,False,"{'a': 0.9, 'e': 0.7399663251239432}",30,15,-56.72968194459371,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
302,False,"{'a': 0.9, 'e': 0.7392263587988193}",30,0,-125.19190048449121,"{0: 19, 1: 4, 2: 4, 3: 2, 4: 1}",0
303,False,"{'a': 0.9, 'e': 0.7384871324400204}",25,0,-103.85142628269887,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
304,False,"{'a': 0.9, 'e': 0.7377486453075804}",20,0,-54.43649140275194,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
305,False,"{'a': 0.9, 'e': 0.7370108966622728}",30,0,-21.69880629675095,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",0
306,False,"{'a': 0.9, 'e': 0.7362738857656105}",25,6,-93.63152350987431,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 2}",1
307,False,"{'a': 0.9, 'e': 0.7355376118798449}",30,0,-87.53648582510114,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
308,False,"{'a': 0.9, 'e': 0.7348020742679651}",20,0,-65.95405486804069,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
309,False,"{'a': 0.9, 'e': 0.734067272193697}",20,0,-14.638021632837376,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
310,False,"{'a': 0.9, 'e': 0.7333332049215034}",30,1,-88.8973330635437,"{0: 20, 1: 0, 2: 8, 3: 0, 4: 1}",1
311,False,"{'a': 0.9, 'e': 0.7325998717165819}",25,16,-31.21755830409211,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.7318672718448653}",30,0,-136.73335706646782,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
313,False,"{'a': 0.9, 'e': 0.7311354045730205}",20,0,-145.22022419240847,"{0: 8, 1: 3, 2: 6, 3: 2, 4: 1}",0
314,False,"{'a': 0.9, 'e': 0.7304042691684475}",25,0,-84.62343452812837,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
315,False,"{'a': 0.9, 'e': 0.729673864899279}",20,11,-60.13460165788761,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
316,False,"{'a': 0.9, 'e': 0.7289441910343797}",20,12,-20.765284737258092,"{0: 4, 1: 3, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.7282152468433454}",20,0,-46.383305806676425,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
318,False,"{'a': 0.9, 'e': 0.727487031596502}",25,2,-117.14837590734992,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 2}",1
319,False,"{'a': 0.9, 'e': 0.7267595445649054}",20,0,-133.34524718707604,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
320,False,"{'a': 0.9, 'e': 0.7260327850203406}",30,0,-42.18296492016576,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
321,False,"{'a': 0.9, 'e': 0.7253067522353203}",20,0,-52.33514581560984,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
322,False,"{'a': 0.9, 'e': 0.7245814454830849}",25,0,-29.142466514665248,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
323,False,"{'a': 0.9, 'e': 0.7238568640376019}",30,0,-80.39417294965169,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
324,False,"{'a': 0.9, 'e': 0.7231330071735642}",25,0,-93.93972009438662,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
325,False,"{'a': 0.9, 'e': 0.7224098741663907}",20,0,-26.013324799971002,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
326,False,"{'a': 0.9, 'e': 0.7216874642922243}",30,0,-87.94537120808232,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
327,False,"{'a': 0.9, 'e': 0.7209657768279321}",25,0,-76.07946023909732,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
328,False,"{'a': 0.9, 'e': 0.720244811051104}",20,0,-81.20186718097688,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
329,False,"{'a': 0.9, 'e': 0.719524566240053}",25,15,-68.16682853897738,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 1}",1
330,False,"{'a': 0.9, 'e': 0.718805041673813}",20,3,-144.03228870441578,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 3}",1
331,False,"{'a': 0.9, 'e': 0.7180862366321391}",25,0,-78.4906142340213,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
332,False,"{'a': 0.9, 'e': 0.717368150395507}",35,0,-110.88648118892085,"{0: 25, 1: 3, 2: 4, 3: 2, 4: 1}",0
333,False,"{'a': 0.9, 'e': 0.7166507822451115}",20,0,-46.37954527461531,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
334,False,"{'a': 0.9, 'e': 0.7159341314628663}",25,0,-23.93537551696094,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
335,False,"{'a': 0.9, 'e': 0.7152181973314035}",20,0,-64.28520864333622,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
336,False,"{'a': 0.9, 'e': 0.7145029791340721}",20,0,-70.49813738050258,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
337,False,"{'a': 0.9, 'e': 0.713788476154938}",35,0,-264.091307702594,"{0: 20, 1: 3, 2: 6, 3: 2, 4: 4}",0
338,False,"{'a': 0.9, 'e': 0.7130746876787831}",20,6,-125.67966456590396,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 2}",1
339,False,"{'a': 0.9, 'e': 0.7123616129911043}",30,0,-159.95895228722912,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",0
340,False,"{'a': 0.9, 'e': 0.7116492513781132}",20,0,-31.498204245699256,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
341,False,"{'a': 0.9, 'e': 0.7109376021267351}",20,1,-116.90156410540506,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 2}",1
342,False,"{'a': 0.9, 'e': 0.7102266645246084}",20,0,-21.128470131107456,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
343,False,"{'a': 0.9, 'e': 0.7095164378600838}",25,0,-162.09947453708392,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
344,False,"{'a': 0.9, 'e': 0.7088069214222237}",25,0,-123.03254420814282,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
345,False,"{'a': 0.9, 'e': 0.7080981145008014}",25,0,-123.02087919452286,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
346,False,"{'a': 0.9, 'e': 0.7073900163863006}",20,0,-51.69814503848484,"{0: 14, 1: 5, 2: 0, 3: 0, 4: 1}",0
347,False,"{'a': 0.9, 'e': 0.7066826263699143}",25,0,-91.3735937266805,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
348,False,"{'a': 0.9, 'e': 0.7059759437435444}",25,0,-100.32310845919766,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
349,False,"{'a': 0.9, 'e': 0.7052699677998009}",30,9,-45.87994911504585,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
350,False,"{'a': 0.9, 'e': 0.704564697832001}",20,6,-72.97051631444546,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
351,False,"{'a': 0.9, 'e': 0.7038601331341691}",25,0,-263.1811224409295,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 6}",0
352,False,"{'a': 0.9, 'e': 0.7031562730010349}",20,0,-37.138126283921466,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
353,False,"{'a': 0.9, 'e': 0.7024531167280339}",30,15,-29.99084488801092,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.7017506636113058}",25,0,-49.61366967377511,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
355,False,"{'a': 0.9, 'e': 0.7010489129476946}",30,8,-87.64208215150609,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 1}",1
356,False,"{'a': 0.9, 'e': 0.7003478640347468}",30,0,-194.2608923626177,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 3}",0
357,False,"{'a': 0.9, 'e': 0.6996475161707121}",35,23,10.309772021250097,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.6989478686545414}",35,25,5.523005015327545,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.6982489207858869}",25,0,-104.31968310271002,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
360,False,"{'a': 0.9, 'e': 0.6975506718651009}",25,0,-82.03651467867047,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
361,False,"{'a': 0.9, 'e': 0.6968531211932358}",20,0,-126.7216518299652,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
362,False,"{'a': 0.9, 'e': 0.6961562680720426}",30,0,-66.81635441504885,"{0: 21, 1: 4, 2: 3, 3: 2, 4: 0}",0
363,False,"{'a': 0.9, 'e': 0.6954601118039706}",35,0,-82.22321887865307,"{0: 23, 1: 2, 2: 10, 3: 0, 4: 0}",0
364,False,"{'a': 0.9, 'e': 0.6947646516921666}",25,19,2.4233020148928297,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
